latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
37.29696,37.15774,303.9,0.61,0.71,2021-07-23,0024,1,VIIRS,n,2.0NRT,292.6,1.3,N
39.86573,26.24258,313.8,0.46,0.39,2021-07-23,0024,1,VIIRS,n,2.0NRT,293.3,2.1,N
38.66007,30.62147,306,0.51,0.49,2021-07-23,0024,1,VIIRS,n,2.0NRT,285.8,1.7,N
38.65873,30.61964,308.1,0.51,0.49,2021-07-23,0024,1,VIIRS,n,2.0NRT,286.1,1.8,N
39.25859,27.73378,302.9,0.54,0.42,2021-07-23,0024,1,VIIRS,n,2.0NRT,288.5,0.7,N
38.70885,29.41812,302.8,0.44,0.46,2021-07-23,0024,1,VIIRS,n,2.0NRT,285,0.4,N
37.1225,36.67365,339.1,0.4,0.44,2021-07-23,1000,1,VIIRS,n,2.0NRT,308.8,4.1,D
38.65218,39.77421,344.6,0.43,0.38,2021-07-23,1000,1,VIIRS,l,2.0NRT,316,13.4,D
37.39117,44.20509,341.3,0.39,0.36,2021-07-23,1000,1,VIIRS,l,2.0NRT,315.2,21.4,D
37.39447,44.20436,337.8,0.39,0.36,2021-07-23,1000,1,VIIRS,l,2.0NRT,310,4.9,D
37.39382,44.19983,335.6,0.39,0.36,2021-07-23,1000,1,VIIRS,l,2.0NRT,308.5,4.9,D
41.51213,35.87679,332.6,0.54,0.42,2021-07-23,1006,1,VIIRS,n,2.0NRT,302.4,4.9,D
39.29732,26.70986,341.3,0.57,0.52,2021-07-23,1142,1,VIIRS,n,2.0NRT,302.3,9.5,D
39.29686,26.70321,347.1,0.57,0.52,2021-07-23,1142,1,VIIRS,n,2.0NRT,307,9.5,D
39.30209,26.70927,337.3,0.57,0.52,2021-07-23,1142,1,VIIRS,n,2.0NRT,301.9,9.5,D
40.05025,28.43028,330.4,0.36,0.57,2021-07-23,1142,1,VIIRS,n,2.0NRT,296.5,2.8,D
40.04925,28.42753,339.4,0.36,0.57,2021-07-23,1142,1,VIIRS,n,2.0NRT,298,3.2,D
41.07695,28.43441,344.4,0.36,0.58,2021-07-23,1142,1,VIIRS,n,2.0NRT,299.9,8.6,D
41.07671,28.42992,356.2,0.36,0.58,2021-07-23,1142,1,VIIRS,n,2.0NRT,302.9,8.6,D
41.08229,28.43407,367,0.36,0.58,2021-07-23,1142,1,VIIRS,h,2.0NRT,300.7,8.6,D
41.08205,28.42957,352.4,0.36,0.58,2021-07-23,1142,1,VIIRS,n,2.0NRT,298.9,8.6,D
39.22542,26.78538,343.5,0.57,0.52,2021-07-23,1142,1,VIIRS,n,2.0NRT,303,5.4,D
39.29727,26.71035,341.6,0.57,0.52,2021-07-23,1142,1,VIIRS,n,2.0NRT,301.8,5.5,D
39.29678,26.70372,348.1,0.57,0.52,2021-07-23,1142,1,VIIRS,n,2.0NRT,307,9.2,D
39.30204,26.70977,335.4,0.57,0.52,2021-07-23,1142,1,VIIRS,n,2.0NRT,302.2,5.5,D
39.30153,26.70296,335.5,0.57,0.52,2021-07-23,1142,1,VIIRS,n,2.0NRT,304.1,9.2,D
38.65466,39.77015,308.8,0.4,0.6,2021-07-23,2224,1,VIIRS,n,2.0NRT,292.3,1.6,N
38.65382,39.76883,306.7,0.4,0.6,2021-07-23,2224,1,VIIRS,n,2.0NRT,291.9,1.2,N
37.55904,38.98864,323,0.43,0.62,2021-07-23,2224,1,VIIRS,n,2.0NRT,293,2.1,N
37.55881,38.99361,325,0.43,0.62,2021-07-23,2224,1,VIIRS,n,2.0NRT,294.2,2.1,N
37.55331,38.9882,320.1,0.43,0.62,2021-07-23,2224,1,VIIRS,n,2.0NRT,293.4,2.1,N
37.53195,39.42583,299.9,0.41,0.61,2021-07-23,2224,1,VIIRS,n,2.0NRT,288.8,0.4,N
37.58204,34.38781,296.8,0.78,0.78,2021-07-23,2224,1,VIIRS,n,2.0NRT,283.8,1.3,N
37.57481,34.39027,299.9,0.78,0.78,2021-07-23,2224,1,VIIRS,n,2.0NRT,283.5,1.3,N
37.58018,34.3832,296.5,0.78,0.78,2021-07-23,2224,1,VIIRS,n,2.0NRT,283.8,1.2,N
37.27981,38.72937,308.2,0.44,0.63,2021-07-23,2224,1,VIIRS,n,2.0NRT,294.8,0.9,N
37.29327,37.15506,305,0.54,0.68,2021-07-23,2224,1,VIIRS,n,2.0NRT,293.2,1.3,N
37.29644,37.15541,305.5,0.54,0.68,2021-07-23,2224,1,VIIRS,n,2.0NRT,292.7,0.8,N
37.01687,36.1049,310.3,0.62,0.71,2021-07-23,2224,1,VIIRS,n,2.0NRT,291,2.9,N
37.01255,36.10384,311,0.62,0.71,2021-07-23,2224,1,VIIRS,n,2.0NRT,291,1.8,N
36.87013,34.76199,303.4,0.73,0.76,2021-07-23,2224,1,VIIRS,n,2.0NRT,289.3,0.9,N
36.74232,36.2073,303.1,0.61,0.71,2021-07-23,2224,1,VIIRS,n,2.0NRT,290.4,4.2,N
36.73574,36.20686,305.3,0.61,0.71,2021-07-23,2224,1,VIIRS,n,2.0NRT,291,4.4,N
38.6672,39.23457,303.6,0.4,0.6,2021-07-24,0000,1,VIIRS,n,2.0NRT,290.6,1.1,N
40.98166,28.69215,301.9,0.39,0.36,2021-07-24,0000,1,VIIRS,n,2.0NRT,291,0.5,N
40.76012,29.76159,304.5,0.41,0.37,2021-07-24,0000,1,VIIRS,n,2.0NRT,292.8,0.9,N
40.78167,29.60211,311.1,0.41,0.37,2021-07-24,0000,1,VIIRS,n,2.0NRT,293.8,1.6,N
40.78346,29.53287,306.3,0.41,0.37,2021-07-24,0000,1,VIIRS,n,2.0NRT,291.6,0.7,N
40.79943,29.37613,304.5,0.4,0.37,2021-07-24,0000,1,VIIRS,n,2.0NRT,293.7,0.9,N
41.01714,27.96068,306.5,0.39,0.36,2021-07-24,0000,1,VIIRS,n,2.0NRT,290.1,1.5,N
39.94446,33.18893,299.2,0.56,0.43,2021-07-24,0000,1,VIIRS,n,2.0NRT,286.7,0.6,N
39.94348,33.19518,297,0.56,0.43,2021-07-24,0000,1,VIIRS,n,2.0NRT,286.6,1.4,N
40.04909,32.6484,297.6,0.53,0.42,2021-07-24,0000,1,VIIRS,n,2.0NRT,286.4,0.5,N
38.45507,38.72721,307.7,0.39,0.59,2021-07-24,0000,1,VIIRS,n,2.0NRT,292.8,1,N
40.18559,29.22371,301.1,0.4,0.37,2021-07-24,0000,1,VIIRS,n,2.0NRT,290.1,0.3,N
40.44411,27.14052,328.3,0.38,0.36,2021-07-24,0000,1,VIIRS,n,2.0NRT,293.7,2.1,N
40.44551,27.13157,305.7,0.38,0.36,2021-07-24,0000,1,VIIRS,n,2.0NRT,294.3,1,N
39.83722,30.30333,300.3,0.44,0.38,2021-07-24,0000,1,VIIRS,n,2.0NRT,286.9,0.8,N
40.9361,35.88335,296.3,0.48,0.48,2021-07-24,0000,1,VIIRS,n,2.0NRT,284.1,1,N
39.74632,30.19873,297.8,0.43,0.38,2021-07-24,0000,1,VIIRS,n,2.0NRT,285.8,0.7,N
39.48635,30.04135,311.1,0.43,0.38,2021-07-24,0000,1,VIIRS,n,2.0NRT,287.1,1.1,N
39.48292,30.04032,296.6,0.43,0.38,2021-07-24,0000,1,VIIRS,n,2.0NRT,285.8,1.1,N
39.86592,26.24365,321.7,0.39,0.36,2021-07-24,0000,1,VIIRS,n,2.0NRT,296,2.2,N
41.5645,32.42741,307.9,0.49,0.4,2021-07-24,0000,1,VIIRS,n,2.0NRT,287.9,0.7,N
41.17678,32.6366,304.2,0.5,0.41,2021-07-24,0000,1,VIIRS,n,2.0NRT,289.6,2.2,N
41.17437,32.62929,299.4,0.5,0.41,2021-07-24,0000,1,VIIRS,n,2.0NRT,287.4,1,N
41.17313,32.63528,307.4,0.5,0.41,2021-07-24,0000,1,VIIRS,n,2.0NRT,288.7,1,N
41.17971,32.63669,300.2,0.5,0.41,2021-07-24,0000,1,VIIRS,n,2.0NRT,289.6,1.2,N
41.17606,32.63539,310.4,0.5,0.41,2021-07-24,0000,1,VIIRS,n,2.0NRT,290.7,1.2,N
41.17241,32.63404,312.3,0.5,0.41,2021-07-24,0000,1,VIIRS,n,2.0NRT,288.2,1.6,N
41.83943,27.14338,295.8,0.39,0.36,2021-07-24,0000,1,VIIRS,n,2.0NRT,285.7,0.2,N
41.79633,26.70381,301.9,0.39,0.36,2021-07-24,0000,1,VIIRS,n,2.0NRT,289,0.7,N
41.63186,27.68846,299.2,0.38,0.36,2021-07-24,0000,1,VIIRS,n,2.0NRT,288.7,0.3,N
41.63644,27.50691,312.4,0.38,0.36,2021-07-24,0000,1,VIIRS,n,2.0NRT,291.4,1.5,N
40.94709,31.39703,303.4,0.46,0.39,2021-07-24,0000,1,VIIRS,n,2.0NRT,286.6,1.2,N
40.76583,32.22007,307.9,0.49,0.41,2021-07-24,0000,1,VIIRS,n,2.0NRT,282.3,1,N
41.0246,36.10123,296.5,0.49,0.48,2021-07-24,0000,1,VIIRS,n,2.0NRT,285.6,1,N
38.65347,39.77262,316.9,0.43,0.62,2021-07-24,0000,1,VIIRS,n,2.0NRT,291.2,2,N
38.65096,39.768,310.3,0.43,0.62,2021-07-24,0000,1,VIIRS,n,2.0NRT,290.7,2.1,N
38.64964,39.77276,304.1,0.43,0.62,2021-07-24,0000,1,VIIRS,n,2.0NRT,290.6,2,N
41.02197,28.55505,319.4,0.39,0.36,2021-07-24,0000,1,VIIRS,n,2.0NRT,291.8,2,N
41.0212,28.55963,306.1,0.39,0.36,2021-07-24,0000,1,VIIRS,n,2.0NRT,292.6,0.9,N
37.86287,29.37317,313.4,0.43,0.38,2021-07-24,0006,1,VIIRS,n,2.0NRT,292.9,1.4,N
39.18373,27.50085,307.3,0.39,0.36,2021-07-24,0006,1,VIIRS,n,2.0NRT,292.3,0.5,N
37.93805,32.53552,300.6,0.57,0.43,2021-07-24,0006,1,VIIRS,n,2.0NRT,289.6,0.8,N
38.79062,26.93017,311.9,0.38,0.36,2021-07-24,0006,1,VIIRS,n,2.0NRT,293.6,0.8,N
38.74646,26.95053,314.3,0.38,0.36,2021-07-24,0006,1,VIIRS,n,2.0NRT,293.4,1.6,N
38.73991,26.94882,330.2,0.38,0.36,2021-07-24,0006,1,VIIRS,n,2.0NRT,295.6,1.8,N
38.73734,26.9436,317.9,0.38,0.36,2021-07-24,0006,1,VIIRS,n,2.0NRT,295.7,1.8,N
38.73664,26.94797,312.6,0.38,0.36,2021-07-24,0006,1,VIIRS,n,2.0NRT,296.8,1.8,N
37.79506,31.78033,300.1,0.53,0.42,2021-07-24,0006,1,VIIRS,n,2.0NRT,286.6,0.8,N
36.73721,36.2063,304.1,0.63,0.54,2021-07-24,0006,1,VIIRS,n,2.0NRT,294,4.5,N
36.73075,36.21123,306.3,0.63,0.54,2021-07-24,0006,1,VIIRS,n,2.0NRT,294.3,4.6,N
37.89756,30.49125,304.7,0.47,0.4,2021-07-24,0006,1,VIIRS,n,2.0NRT,289.6,1.2,N
39.25789,27.73547,313.2,0.39,0.36,2021-07-24,0006,1,VIIRS,n,2.0NRT,289.3,0.9,N
38.45695,27.26166,305.9,0.39,0.36,2021-07-24,0006,1,VIIRS,n,2.0NRT,293.1,0.6,N
38.42662,27.21717,317.2,0.39,0.36,2021-07-24,0006,1,VIIRS,n,2.0NRT,295.7,1.7,N
36.86867,34.76123,308.3,0.52,0.5,2021-07-24,0006,1,VIIRS,n,2.0NRT,293.7,2.2,N
38.66029,30.61862,307.6,0.46,0.39,2021-07-24,0006,1,VIIRS,n,2.0NRT,286.8,1.2,N
36.93436,30.64734,317.5,0.49,0.4,2021-07-24,0006,1,VIIRS,n,2.0NRT,294.9,2.6,N
37.35242,37.16166,307.9,0.34,0.56,2021-07-24,0006,1,VIIRS,n,2.0NRT,295.4,1.2,N
37.29557,37.15827,306.7,0.34,0.56,2021-07-24,0006,1,VIIRS,n,2.0NRT,294.8,0.8,N
35.8774,36.0019,333.1,0.42,0.61,2021-07-24,0942,1,VIIRS,n,2.0NRT,297.7,8.1,D
35.87621,35.99742,334.1,0.42,0.61,2021-07-24,0942,1,VIIRS,n,2.0NRT,297.2,8.8,D
36.74691,37.46998,345,0.33,0.55,2021-07-24,0942,1,VIIRS,l,2.0NRT,318.4,5.4,D
36.79464,37.63911,348.1,0.32,0.55,2021-07-24,0942,1,VIIRS,l,2.0NRT,320.3,10.6,D
36.83771,37.34359,347.7,0.33,0.56,2021-07-24,0942,1,VIIRS,l,2.0NRT,318,3.6,D
37.2011,36.94809,367,0.34,0.56,2021-07-24,0942,1,VIIRS,h,2.0NRT,315.8,7.7,D
37.01193,36.10596,334.6,0.38,0.59,2021-07-24,0942,1,VIIRS,l,2.0NRT,307.2,3.4,D
37.16268,35.64953,342.6,0.4,0.6,2021-07-24,0942,1,VIIRS,l,2.0NRT,314.6,8,D
37.15779,35.65068,342.5,0.4,0.6,2021-07-24,0942,1,VIIRS,l,2.0NRT,313.1,8.6,D
38.35397,38.37458,340.6,0.54,0.51,2021-07-24,0942,1,VIIRS,n,2.0NRT,308.2,3.9,D
41.18766,32.62772,330.5,0.44,0.63,2021-07-24,0948,1,VIIRS,l,2.0NRT,305,3.2,D
41.18928,32.62541,336.7,0.44,0.63,2021-07-24,0948,1,VIIRS,n,2.0NRT,305.6,3.7,D
41.25317,31.41219,330,0.59,0.53,2021-07-24,1124,1,VIIRS,n,2.0NRT,298.1,4.5,D
35.87811,36.00312,349.1,0.47,0.64,2021-07-24,1124,1,VIIRS,n,2.0NRT,298.6,13.2,D
35.87788,35.99802,355.2,0.47,0.64,2021-07-24,1124,1,VIIRS,n,2.0NRT,301.3,15.5,D
35.88408,36.00344,342.9,0.47,0.64,2021-07-24,1124,1,VIIRS,n,2.0NRT,298.8,6.6,D
36.71732,36.2025,330.2,0.49,0.65,2021-07-24,1124,1,VIIRS,l,2.0NRT,304.8,2.1,D
36.69273,35.1209,336.1,0.43,0.62,2021-07-24,1124,1,VIIRS,n,2.0NRT,298.2,4,D
37.16031,35.64751,335.5,0.46,0.64,2021-07-24,1124,1,VIIRS,n,2.0NRT,301.9,6.4,D
38.56474,28.52657,344.7,0.39,0.44,2021-07-24,1124,1,VIIRS,n,2.0NRT,313.9,11.1,D
38.67629,27.52884,336.8,0.53,0.42,2021-07-24,1124,1,VIIRS,l,2.0NRT,311.1,4.6,D
38.74317,26.94985,336.8,0.5,0.41,2021-07-24,1124,1,VIIRS,l,2.0NRT,310.7,3.2,D
39.89555,32.46955,367,0.33,0.55,2021-07-24,1124,1,VIIRS,h,2.0NRT,307.5,4.9,D
39.89532,32.46578,355.6,0.33,0.55,2021-07-24,1124,1,VIIRS,n,2.0NRT,308.2,4.9,D
40.44527,27.14373,333.3,0.53,0.42,2021-07-24,1124,1,VIIRS,l,2.0NRT,304.7,4.5,D
41.56355,32.42978,329.9,0.33,0.56,2021-07-24,1124,1,VIIRS,l,2.0NRT,301.4,3,D
41.56557,32.43039,334.8,0.34,0.56,2021-07-24,1124,1,VIIRS,n,2.0NRT,300.7,2.5,D
38.65179,39.76857,300.7,0.73,0.76,2021-07-24,2206,1,VIIRS,n,2.0NRT,290.2,1.4,N
37.55199,39.11197,301.1,0.78,0.78,2021-07-24,2206,1,VIIRS,n,2.0NRT,290.9,1,N
41.10843,37.32213,302.3,0.5,0.41,2021-07-24,2342,1,VIIRS,n,2.0NRT,291,0.7,N
41.02541,36.09765,298.5,0.45,0.39,2021-07-24,2342,1,VIIRS,n,2.0NRT,286.4,0.8,N
41.56559,32.43047,309.2,0.38,0.36,2021-07-24,2342,1,VIIRS,n,2.0NRT,289.8,1,N
40.93429,35.88472,298.4,0.45,0.39,2021-07-24,2342,1,VIIRS,n,2.0NRT,282.8,0.8,N
41.35602,33.40273,327.7,0.39,0.36,2021-07-24,2342,1,VIIRS,n,2.0NRT,282.7,15.8,N
41.19245,32.62703,295.9,0.38,0.36,2021-07-24,2342,1,VIIRS,n,2.0NRT,279.7,0.5,N
41.17742,32.63421,307.2,0.38,0.36,2021-07-24,2342,1,VIIRS,n,2.0NRT,281.8,1.1,N
41.17415,32.63329,317.5,0.38,0.36,2021-07-24,2342,1,VIIRS,n,2.0NRT,281.4,1.1,N
41.26653,31.42496,314.2,0.39,0.36,2021-07-24,2342,1,VIIRS,n,2.0NRT,272.5,1.1,N
41.25474,31.41493,321.8,0.39,0.36,2021-07-24,2342,1,VIIRS,n,2.0NRT,271.6,2.2,N
41.63096,27.68442,307.6,0.48,0.4,2021-07-24,2342,1,VIIRS,n,2.0NRT,289.2,0.7,N
41.63652,27.50634,309.1,0.49,0.4,2021-07-24,2342,1,VIIRS,n,2.0NRT,290.1,1.5,N
40.94727,31.3965,304.8,0.39,0.36,2021-07-24,2342,1,VIIRS,n,2.0NRT,287.8,1,N
40.76551,32.21796,307.9,0.38,0.36,2021-07-24,2342,1,VIIRS,n,2.0NRT,278.4,1.2,N
40.75857,31.7832,296.5,0.38,0.36,2021-07-24,2342,1,VIIRS,n,2.0NRT,283.4,0.8,N
41.02131,28.55257,305.6,0.44,0.38,2021-07-24,2342,1,VIIRS,n,2.0NRT,290.5,1.4,N
41.02067,28.55775,315.7,0.44,0.38,2021-07-24,2342,1,VIIRS,n,2.0NRT,292.5,1.4,N
38.65351,39.77427,329.9,0.49,0.49,2021-07-24,2342,1,VIIRS,n,2.0NRT,293.5,3.2,N
38.65477,39.7688,306.1,0.49,0.49,2021-07-24,2342,1,VIIRS,n,2.0NRT,292.9,3.2,N
40.04934,32.65057,306.3,0.39,0.36,2021-07-24,2342,1,VIIRS,n,2.0NRT,289.9,0.9,N
39.96033,33.14282,299.6,0.39,0.36,2021-07-24,2342,1,VIIRS,n,2.0NRT,287.5,0.4,N
39.94532,33.19063,307.9,0.39,0.36,2021-07-24,2342,1,VIIRS,n,2.0NRT,287.7,1.3,N
39.76918,33.47748,302.8,0.4,0.37,2021-07-24,2342,1,VIIRS,n,2.0NRT,289.2,0.5,N
38.88412,37.89633,306.3,0.39,0.44,2021-07-24,2342,1,VIIRS,n,2.0NRT,290.4,0.8,N
40.24312,29.92393,296.9,0.4,0.37,2021-07-24,2342,1,VIIRS,n,2.0NRT,283.3,0.4,N
40.44432,27.14257,326.5,0.49,0.4,2021-07-24,2342,1,VIIRS,n,2.0NRT,293,5.5,N
38.45482,38.72517,307.7,0.44,0.46,2021-07-24,2342,1,VIIRS,n,2.0NRT,293.1,1,N
39.59428,32.42198,297.1,0.39,0.36,2021-07-24,2342,1,VIIRS,n,2.0NRT,285.4,0.5,N
37.55148,39.11873,301.7,0.48,0.48,2021-07-24,2342,1,VIIRS,n,2.0NRT,291.5,0.6,N
38.17131,35.8008,313.9,0.49,0.4,2021-07-24,2342,1,VIIRS,n,2.0NRT,284.7,1.8,N
39.18294,27.49901,302.7,0.46,0.39,2021-07-24,2342,1,VIIRS,n,2.0NRT,291.5,0.7,N
38.17464,33.83681,324.7,0.42,0.38,2021-07-24,2342,1,VIIRS,n,2.0NRT,288.3,2.2,N
37.29653,37.15805,310.3,0.39,0.44,2021-07-24,2342,1,VIIRS,n,2.0NRT,294.5,1.1,N
37.1712,37.38332,304.6,0.4,0.44,2021-07-24,2342,1,VIIRS,n,2.0NRT,291.5,0.3,N
37.93947,32.53511,307.3,0.39,0.36,2021-07-24,2342,1,VIIRS,n,2.0NRT,290.4,1.1,N
38.42852,27.21819,306.2,0.46,0.39,2021-07-24,2342,1,VIIRS,n,2.0NRT,289.7,0.8,N
36.73605,36.20946,312.8,0.54,0.42,2021-07-24,2342,1,VIIRS,n,2.0NRT,296.6,4.4,N
36.73227,36.20828,311.3,0.54,0.42,2021-07-24,2342,1,VIIRS,n,2.0NRT,296.3,4.4,N
36.71719,36.20339,318.7,0.54,0.42,2021-07-24,2342,1,VIIRS,n,2.0NRT,295.5,2.9,N
37.86346,29.37513,310.7,0.4,0.37,2021-07-24,2342,1,VIIRS,n,2.0NRT,289,1.8,N
37.25233,30.44516,313.1,0.38,0.36,2021-07-24,2342,1,VIIRS,n,2.0NRT,282.8,1.9,N
36.26245,33.73,307.1,0.43,0.38,2021-07-24,2342,1,VIIRS,n,2.0NRT,296.9,2.1,N
37.2374,39.51377,350.1,0.45,0.63,2021-07-25,0924,1,VIIRS,n,2.0NRT,309.4,6,D
37.23277,39.51276,344.2,0.45,0.63,2021-07-25,0924,1,VIIRS,n,2.0NRT,310.2,5.8,D
37.5673,38.9432,343.6,0.47,0.64,2021-07-25,0924,1,VIIRS,n,2.0NRT,311.4,8.5,D
37.2658,36.98871,330.4,0.6,0.71,2021-07-25,0924,1,VIIRS,l,2.0NRT,304.3,2.4,D
37.31321,37.03098,334.1,0.6,0.71,2021-07-25,0924,1,VIIRS,l,2.0NRT,304.6,4.7,D
37.31498,37.03062,331.2,0.6,0.7,2021-07-25,0924,1,VIIRS,l,2.0NRT,303.7,4.9,D
37.35611,35.68376,351.6,0.7,0.75,2021-07-25,0924,1,VIIRS,n,2.0NRT,303.9,12.9,D
37.35204,35.6874,349.5,0.7,0.75,2021-07-25,0924,1,VIIRS,n,2.0NRT,303.3,12.9,D
39.96388,43.96381,343.7,0.45,0.47,2021-07-25,0924,1,VIIRS,n,2.0NRT,306.8,15.7,D
39.96273,43.95874,335.9,0.45,0.47,2021-07-25,0924,1,VIIRS,n,2.0NRT,303.9,10.4,D
40.38796,33.73649,335.9,0.71,0.75,2021-07-25,0924,1,VIIRS,n,2.0NRT,303.2,3.3,D
40.38892,33.73402,338.4,0.71,0.75,2021-07-25,0924,1,VIIRS,n,2.0NRT,304,4.5,D
36.21101,36.17043,340.4,0.52,0.5,2021-07-25,1106,1,VIIRS,n,2.0NRT,305,4.7,D
36.16211,33.4619,335.4,0.56,0.43,2021-07-25,1106,1,VIIRS,n,2.0NRT,302.5,4.7,D
36.26287,33.73104,332.9,0.39,0.44,2021-07-25,1106,1,VIIRS,l,2.0NRT,307.9,3.1,D
36.26426,33.73225,332.6,0.39,0.44,2021-07-25,1106,1,VIIRS,l,2.0NRT,307.3,4.2,D
36.71719,36.20316,341.9,0.53,0.5,2021-07-25,1106,1,VIIRS,n,2.0NRT,307.3,5,D
36.74552,36.20588,335.5,0.53,0.5,2021-07-25,1106,1,VIIRS,l,2.0NRT,308.5,8.7,D
36.83623,34.58047,332.4,0.43,0.46,2021-07-25,1106,1,VIIRS,l,2.0NRT,306,1.2,D
37.25377,39.07451,342.1,0.39,0.59,2021-07-25,1106,1,VIIRS,n,2.0NRT,311.3,5.4,D
37.35081,35.68546,343.2,0.51,0.49,2021-07-25,1106,1,VIIRS,n,2.0NRT,313.2,10.8,D
38.39071,33.97332,338,0.42,0.45,2021-07-25,1106,1,VIIRS,n,2.0NRT,311,3.4,D
37.77438,27.80978,344.1,0.39,0.36,2021-07-25,1106,1,VIIRS,n,2.0NRT,307.2,4.5,D
38.7351,26.95036,341.9,0.38,0.36,2021-07-25,1106,1,VIIRS,n,2.0NRT,309.5,4.7,D
38.73772,26.94518,349.8,0.38,0.36,2021-07-25,1106,1,VIIRS,n,2.0NRT,310.5,7,D
39.4063,32.00194,346.6,0.52,0.42,2021-07-25,1106,1,VIIRS,n,2.0NRT,314.5,9.9,D
39.40522,32.00653,335.9,0.52,0.42,2021-07-25,1106,1,VIIRS,l,2.0NRT,310.8,5.9,D
39.4046,32.00053,340.2,0.52,0.42,2021-07-25,1106,1,VIIRS,l,2.0NRT,313.5,10.4,D
39.88654,33.35887,342.6,0.41,0.45,2021-07-25,1106,1,VIIRS,n,2.0NRT,313.5,1.8,D
39.80856,32.14936,337,0.54,0.42,2021-07-25,1106,1,VIIRS,l,2.0NRT,311.6,3.5,D
40.38463,33.72225,348.4,0.43,0.46,2021-07-25,1106,1,VIIRS,n,2.0NRT,316.2,7.9,D
39.86433,26.24393,332.3,0.38,0.36,2021-07-25,1106,1,VIIRS,l,2.0NRT,306.7,1.8,D
40.44505,27.14254,335,0.39,0.36,2021-07-25,1106,1,VIIRS,n,2.0NRT,301.4,4.9,D
41.17183,32.63265,337.3,0.39,0.44,2021-07-25,1106,1,VIIRS,l,2.0NRT,311.1,2.8,D
41.17632,32.63676,343.5,0.39,0.44,2021-07-25,1106,1,VIIRS,n,2.0NRT,312.5,4.8,D
41.26311,31.42721,329.3,0.52,0.41,2021-07-25,1106,1,VIIRS,l,2.0NRT,303.5,6.4,D
41.0207,28.55374,330.1,0.41,0.37,2021-07-25,1106,1,VIIRS,l,2.0NRT,302.6,2.2,D
36.26405,33.73137,313,0.4,0.37,2021-07-25,2324,1,VIIRS,n,2.0NRT,297.8,2,N
41.56739,32.42744,301.6,0.48,0.4,2021-07-25,2324,1,VIIRS,n,2.0NRT,290,0.7,N
41.56412,32.43117,300.7,0.48,0.4,2021-07-25,2324,1,VIIRS,n,2.0NRT,289.2,0.6,N
40.4122,39.65898,298.1,0.42,0.38,2021-07-25,2324,1,VIIRS,n,2.0NRT,287.8,0.6,N
39.94395,40.58085,295.2,0.46,0.39,2021-07-25,2324,1,VIIRS,n,2.0NRT,284.5,0.7,N
41.17573,32.63293,322.2,0.47,0.4,2021-07-25,2324,1,VIIRS,n,2.0NRT,290.9,2.8,N
41.63004,27.68289,300.8,0.53,0.5,2021-07-25,2324,1,VIIRS,n,2.0NRT,289.5,1.2,N
41.63823,27.50352,302.8,0.55,0.51,2021-07-25,2324,1,VIIRS,n,2.0NRT,290.4,0.9,N
41.26964,31.42818,312.5,0.52,0.42,2021-07-25,2324,1,VIIRS,n,2.0NRT,291.2,1.8,N
41.26649,31.42117,308,0.52,0.42,2021-07-25,2324,1,VIIRS,n,2.0NRT,292.4,2.4,N
41.26582,31.42743,313.2,0.52,0.42,2021-07-25,2324,1,VIIRS,n,2.0NRT,293.3,1.8,N
41.25751,31.43236,302.9,0.52,0.42,2021-07-25,2324,1,VIIRS,n,2.0NRT,291.9,1.8,N
41.25569,31.41269,335.7,0.52,0.42,2021-07-25,2324,1,VIIRS,n,2.0NRT,291.2,5.2,N
41.25671,31.41836,307.8,0.52,0.42,2021-07-25,2324,1,VIIRS,n,2.0NRT,290.3,2,N
40.7673,32.21649,295.5,0.48,0.4,2021-07-25,2324,1,VIIRS,n,2.0NRT,284.1,0.6,N
40.75825,31.78396,298.7,0.5,0.41,2021-07-25,2324,1,VIIRS,n,2.0NRT,286.7,0.6,N
41.02152,28.55726,315.2,0.47,0.48,2021-07-25,2324,1,VIIRS,n,2.0NRT,293.1,2.8,N
39.72319,36.93814,302.4,0.39,0.36,2021-07-25,2324,1,VIIRS,n,2.0NRT,288.7,0.9,N
39.59805,37.07691,302.5,0.39,0.36,2021-07-25,2324,1,VIIRS,n,2.0NRT,286.3,1,N
40.05048,32.64972,301.1,0.46,0.39,2021-07-25,2324,1,VIIRS,n,2.0NRT,289,1.1,N
39.94351,33.19078,302.8,0.44,0.38,2021-07-25,2324,1,VIIRS,n,2.0NRT,288.5,0.8,N
40.24216,29.92521,300.6,0.4,0.44,2021-07-25,2324,1,VIIRS,n,2.0NRT,289.3,0.7,N
40.44439,27.13869,308.6,0.55,0.51,2021-07-25,2324,1,VIIRS,n,2.0NRT,293.7,1.4,N
40.43964,27.13822,304.4,0.55,0.51,2021-07-25,2324,1,VIIRS,n,2.0NRT,292.4,1.4,N
38.65326,39.7705,345.3,0.45,0.39,2021-07-25,2324,1,VIIRS,n,2.0NRT,295.6,6.3,N
38.66535,39.23336,308,0.43,0.38,2021-07-25,2324,1,VIIRS,n,2.0NRT,295.2,0.9,N
38.88525,37.899,305.6,0.4,0.37,2021-07-25,2324,1,VIIRS,n,2.0NRT,291.5,0.4,N
39.83716,30.30277,302.6,0.57,0.43,2021-07-25,2324,1,VIIRS,n,2.0NRT,286.4,1.6,N
