latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
36.89757,31.55698,367,0.43,0.46,2021-07-29,0011,1,VIIRS,h,2.0NRT,360.83,225.1,N
36.8966,31.56146,355.23,0.43,0.46,2021-07-29,0011,1,VIIRS,n,2.0NRT,321.15,53.38,N
36.89561,31.56599,367,0.43,0.46,2021-07-29,0011,1,VIIRS,h,2.0NRT,313.39,53.38,N
36.89459,31.57065,367,0.43,0.46,2021-07-29,0011,1,VIIRS,h,2.0NRT,310.95,19.28,N
36.89355,31.5754,354.91,0.43,0.46,2021-07-29,0011,1,VIIRS,n,2.0NRT,309.35,19.28,N
36.89254,31.58002,367,0.43,0.46,2021-07-29,0011,1,VIIRS,h,2.0NRT,312.15,14.42,N
36.89158,31.5844,354.24,0.43,0.46,2021-07-29,0011,1,VIIRS,n,2.0NRT,309.18,14.42,N
36.89064,31.58871,341.8,0.43,0.46,2021-07-29,0011,1,VIIRS,n,2.0NRT,305.28,7.27,N
36.88969,31.59303,344.55,0.43,0.46,2021-07-29,0011,1,VIIRS,n,2.0NRT,306.14,7.27,N
36.88874,31.59738,346.84,0.43,0.46,2021-07-29,0011,1,VIIRS,n,2.0NRT,307.26,16.1,N
36.88779,31.60174,367,0.43,0.46,2021-07-29,0011,1,VIIRS,h,2.0NRT,310.53,16.1,N
36.88682,31.60616,338.08,0.43,0.46,2021-07-29,0011,1,VIIRS,n,2.0NRT,331.27,42.54,N
36.88581,31.61075,325.34,0.43,0.46,2021-07-29,0011,1,VIIRS,n,2.0NRT,297.07,42.54,N
36.93652,31.37799,319.87,0.42,0.45,2021-07-29,0011,1,VIIRS,n,2.0NRT,301.31,6.26,N
36.93552,31.3826,314.13,0.42,0.45,2021-07-29,0011,1,VIIRS,n,2.0NRT,300.81,6.26,N
36.93441,31.36769,340.29,0.42,0.45,2021-07-29,0011,1,VIIRS,n,2.0NRT,301.56,8.9,N
36.93343,31.37226,353.99,0.42,0.45,2021-07-29,0011,1,VIIRS,n,2.0NRT,305.84,8.9,N
36.93244,31.37679,349.5,0.42,0.45,2021-07-29,0011,1,VIIRS,n,2.0NRT,309.89,6.26,N
36.92717,31.40109,339.61,0.42,0.45,2021-07-29,0011,1,VIIRS,n,2.0NRT,304.1,3.32,N
36.89613,31.54357,367,0.43,0.46,2021-07-29,0011,1,VIIRS,h,2.0NRT,339.75,170.65,N
36.89436,31.55165,367,0.43,0.46,2021-07-29,0011,1,VIIRS,h,2.0NRT,337.71,225.1,N
36.89345,31.55582,367,0.43,0.46,2021-07-29,0011,1,VIIRS,h,2.0NRT,342.78,225.1,N
36.89252,31.56002,367,0.43,0.46,2021-07-29,0011,1,VIIRS,h,2.0NRT,344.56,53.38,N
36.8916,31.56424,348.22,0.43,0.46,2021-07-29,0011,1,VIIRS,n,2.0NRT,333.24,53.38,N
36.89067,31.5685,367,0.43,0.46,2021-07-29,0011,1,VIIRS,h,2.0NRT,324.36,19.28,N
36.8897,31.57291,367,0.43,0.46,2021-07-29,0011,1,VIIRS,h,2.0NRT,315.89,19.28,N
36.88871,31.57746,367,0.43,0.46,2021-07-29,0011,1,VIIRS,h,2.0NRT,311.68,14.42,N
36.88773,31.58192,353.09,0.43,0.46,2021-07-29,0011,1,VIIRS,n,2.0NRT,313.11,14.42,N
36.88676,31.58635,341,0.43,0.46,2021-07-29,0011,1,VIIRS,n,2.0NRT,304.45,7.27,N
36.88581,31.59071,343.75,0.43,0.46,2021-07-29,0011,1,VIIRS,n,2.0NRT,305.13,7.27,N
36.88486,31.595,349.64,0.43,0.46,2021-07-29,0011,1,VIIRS,n,2.0NRT,306.71,16.1,N
36.88391,31.59934,367,0.43,0.46,2021-07-29,0011,1,VIIRS,h,2.0NRT,310.11,16.1,N
36.88295,31.60377,344.03,0.43,0.46,2021-07-29,0011,1,VIIRS,n,2.0NRT,325.99,42.54,N
36.92824,31.39617,311.05,0.42,0.45,2021-07-29,0011,1,VIIRS,n,2.0NRT,300.74,3.32,N
36.89703,31.53943,316.79,0.43,0.46,2021-07-29,0011,1,VIIRS,n,2.0NRT,301.27,6.21,N
36.88196,31.60826,319.79,0.43,0.46,2021-07-29,0011,1,VIIRS,n,2.0NRT,297.92,42.54,N
36.93135,31.36183,347.9,0.42,0.45,2021-07-29,0011,1,VIIRS,n,2.0NRT,306.06,7.47,N
36.93034,31.3665,349.88,0.42,0.45,2021-07-29,0011,1,VIIRS,n,2.0NRT,310.57,9.28,N
36.9231,31.39981,330.29,0.42,0.45,2021-07-29,0011,1,VIIRS,n,2.0NRT,304.47,3.88,N
36.89189,31.54292,347.01,0.43,0.46,2021-07-29,0011,1,VIIRS,n,2.0NRT,308.5,88.55,N
36.89095,31.54723,367,0.43,0.46,2021-07-29,0011,1,VIIRS,h,2.0NRT,330.37,88.55,N
36.89002,31.55144,342.54,0.43,0.46,2021-07-29,0011,1,VIIRS,n,2.0NRT,323.88,189.45,N
36.8883,31.55931,337.37,0.43,0.46,2021-07-29,0011,1,VIIRS,n,2.0NRT,326.41,135.83,N
36.88745,31.56318,338.52,0.43,0.46,2021-07-29,0011,1,VIIRS,n,2.0NRT,328.76,135.83,N
36.88657,31.5672,367,0.43,0.46,2021-07-29,0011,1,VIIRS,h,2.0NRT,338.63,193.51,N
36.88564,31.57144,336.85,0.43,0.46,2021-07-29,0011,1,VIIRS,n,2.0NRT,329.23,193.51,N
36.88464,31.57599,345.68,0.43,0.46,2021-07-29,0011,1,VIIRS,n,2.0NRT,329.23,41.72,N
36.88367,31.58043,353.83,0.43,0.46,2021-07-29,0011,1,VIIRS,n,2.0NRT,317.47,41.72,N
36.88274,31.58464,355.45,0.43,0.46,2021-07-29,0011,1,VIIRS,n,2.0NRT,310.85,12.23,N
36.88184,31.58875,367,0.43,0.46,2021-07-29,0011,1,VIIRS,h,2.0NRT,309.43,12.23,N
36.88094,31.59285,367,0.43,0.46,2021-07-29,0011,1,VIIRS,h,2.0NRT,309.6,38.99,N
36.88,31.59712,351.77,0.43,0.46,2021-07-29,0011,1,VIIRS,n,2.0NRT,316,38.99,N
36.87897,31.60182,341.59,0.43,0.46,2021-07-29,0011,1,VIIRS,n,2.0NRT,299.21,17.8,N
36.92933,31.37115,312,0.42,0.45,2021-07-29,0011,1,VIIRS,n,2.0NRT,301.78,9.28,N
36.89283,31.5386,316.06,0.43,0.46,2021-07-29,0011,1,VIIRS,n,2.0NRT,301.95,22.15,N
36.92838,31.35555,346.11,0.42,0.45,2021-07-29,0011,1,VIIRS,n,2.0NRT,303.13,7.47,N
36.92734,31.36033,329.19,0.42,0.45,2021-07-29,0011,1,VIIRS,n,2.0NRT,303.25,7.47,N
36.88867,31.53761,342.43,0.43,0.46,2021-07-29,0011,1,VIIRS,n,2.0NRT,307.46,22.15,N
36.88768,31.54213,327.28,0.43,0.46,2021-07-29,0011,1,VIIRS,n,2.0NRT,327.15,88.55,N
36.8867,31.54661,323.9,0.43,0.46,2021-07-29,0011,1,VIIRS,n,2.0NRT,322.96,88.55,N
36.88574,31.55097,340.4,0.43,0.46,2021-07-29,0011,1,VIIRS,n,2.0NRT,322.47,189.45,N
36.88484,31.55508,367,0.43,0.46,2021-07-29,0011,1,VIIRS,h,2.0NRT,319.84,189.45,N
36.884,31.55894,367,0.43,0.46,2021-07-29,0011,1,VIIRS,h,2.0NRT,326.87,135.83,N
36.88312,31.56294,367,0.43,0.46,2021-07-29,0011,1,VIIRS,h,2.0NRT,331.26,135.83,N
36.88131,31.57116,332.92,0.43,0.46,2021-07-29,0011,1,VIIRS,n,2.0NRT,320.49,193.51,N
36.8804,31.57532,351.82,0.43,0.46,2021-07-29,0011,1,VIIRS,n,2.0NRT,321.1,41.72,N
36.8795,31.5794,355.52,0.43,0.46,2021-07-29,0011,1,VIIRS,n,2.0NRT,321.35,41.72,N
36.87862,31.58341,351.22,0.43,0.46,2021-07-29,0011,1,VIIRS,n,2.0NRT,304.99,12.23,N
36.87772,31.58753,346.62,0.43,0.46,2021-07-29,0011,1,VIIRS,n,2.0NRT,303.29,12.23,N
36.87679,31.59176,367,0.43,0.46,2021-07-29,0011,1,VIIRS,h,2.0NRT,308.25,38.99,N
36.87583,31.59611,338.82,0.43,0.46,2021-07-29,0011,1,VIIRS,n,2.0NRT,330.07,38.99,N
36.87475,31.60103,329.26,0.43,0.46,2021-07-29,0011,1,VIIRS,n,2.0NRT,300.15,17.8,N
36.92639,31.34479,328.2,0.42,0.45,2021-07-29,0011,1,VIIRS,n,2.0NRT,301.06,8.89,N
36.92538,31.34941,355.09,0.42,0.45,2021-07-29,0011,1,VIIRS,n,2.0NRT,308.45,8.89,N
36.88448,31.5367,343.19,0.43,0.46,2021-07-29,0011,1,VIIRS,n,2.0NRT,303.72,28.06,N
36.88352,31.54111,367,0.43,0.46,2021-07-29,0011,1,VIIRS,h,2.0NRT,330.52,76.04,N
36.88251,31.54571,349.62,0.43,0.46,2021-07-29,0011,1,VIIRS,n,2.0NRT,313.72,76.04,N
36.88154,31.55011,348.23,0.43,0.46,2021-07-29,0011,1,VIIRS,n,2.0NRT,316.38,77.02,N
36.8806,31.55442,340.65,0.43,0.46,2021-07-29,0011,1,VIIRS,n,2.0NRT,322.42,77.02,N
36.87965,31.55872,367,0.43,0.46,2021-07-29,0011,1,VIIRS,h,2.0NRT,324.72,141.27,N
36.87875,31.56282,367,0.43,0.46,2021-07-29,0011,1,VIIRS,h,2.0NRT,320.72,141.27,N
36.87786,31.56687,340.23,0.43,0.46,2021-07-29,0011,1,VIIRS,n,2.0NRT,315.11,64.75,N
36.87698,31.57091,346.96,0.43,0.46,2021-07-29,0011,1,VIIRS,n,2.0NRT,314.19,64.75,N
36.87608,31.575,355.44,0.43,0.46,2021-07-29,0011,1,VIIRS,n,2.0NRT,309.53,28.1,N
36.87518,31.57912,356.11,0.43,0.46,2021-07-29,0011,1,VIIRS,n,2.0NRT,305.79,28.1,N
37.68784,27.52844,314.72,0.42,0.38,2021-07-29,0011,1,VIIRS,n,2.0NRT,298.57,1.99,N
36.87426,31.58325,316.47,0.43,0.46,2021-07-29,0011,1,VIIRS,n,2.0NRT,299.73,9.24,N
36.87152,31.59571,309.8,0.43,0.46,2021-07-29,0011,1,VIIRS,n,2.0NRT,297.51,6.36,N
36.9234,31.33858,338.85,0.42,0.45,2021-07-29,0011,1,VIIRS,n,2.0NRT,301.19,6.48,N
36.92241,31.34314,343.52,0.42,0.45,2021-07-29,0011,1,VIIRS,n,2.0NRT,305.26,8.89,N
36.88036,31.53553,341.13,0.43,0.46,2021-07-29,0011,1,VIIRS,n,2.0NRT,302.59,28.06,N
36.87934,31.54017,354.81,0.43,0.46,2021-07-29,0011,1,VIIRS,n,2.0NRT,309.82,76.04,N
36.87736,31.54918,352.62,0.43,0.46,2021-07-29,0011,1,VIIRS,n,2.0NRT,315.7,77.02,N
36.8764,31.55355,335.91,0.43,0.46,2021-07-29,0011,1,VIIRS,n,2.0NRT,320.71,77.02,N
36.87546,31.55783,367,0.43,0.46,2021-07-29,0011,1,VIIRS,h,2.0NRT,325.21,141.27,N
36.8745,31.56218,334.16,0.43,0.46,2021-07-29,0011,1,VIIRS,n,2.0NRT,316.77,141.27,N
36.87357,31.56645,351.5,0.43,0.46,2021-07-29,0011,1,VIIRS,n,2.0NRT,309.59,64.75,N
36.87263,31.57067,352.19,0.43,0.46,2021-07-29,0011,1,VIIRS,n,2.0NRT,318.24,64.75,N
36.87172,31.57483,329.2,0.43,0.46,2021-07-29,0011,1,VIIRS,n,2.0NRT,325,28.1,N
36.87081,31.57899,319.19,0.43,0.46,2021-07-29,0011,1,VIIRS,n,2.0NRT,301.85,28.1,N
36.91939,31.3371,324.31,0.42,0.45,2021-07-29,0011,1,VIIRS,n,2.0NRT,301.1,4.78,N
36.87226,31.55243,337.69,0.43,0.46,2021-07-29,0011,1,VIIRS,n,2.0NRT,319.58,79.7,N
36.87127,31.55693,331.16,0.43,0.46,2021-07-29,0011,1,VIIRS,n,2.0NRT,320.22,55.23,N
36.87029,31.56139,343.24,0.43,0.46,2021-07-29,0011,1,VIIRS,n,2.0NRT,320.07,55.23,N
36.86932,31.56577,347.67,0.43,0.46,2021-07-29,0011,1,VIIRS,n,2.0NRT,318.61,41.71,N
36.86837,31.57008,354.06,0.43,0.46,2021-07-29,0011,1,VIIRS,n,2.0NRT,315.91,41.71,N
36.86743,31.57437,342.87,0.43,0.46,2021-07-29,0011,1,VIIRS,n,2.0NRT,320,31.47,N
36.86552,31.58305,342.46,0.43,0.46,2021-07-29,0011,1,VIIRS,n,2.0NRT,303.59,6.79,N
36.87626,31.53422,315.57,0.43,0.46,2021-07-29,0011,1,VIIRS,n,2.0NRT,302.2,1.6,N
36.86648,31.57868,319.02,0.43,0.46,2021-07-29,0011,1,VIIRS,n,2.0NRT,301.65,31.47,N
36.91619,31.3319,342.73,0.42,0.45,2021-07-29,0011,1,VIIRS,n,2.0NRT,302.89,4.78,N
36.87011,31.54227,351.63,0.43,0.46,2021-07-29,0011,1,VIIRS,n,2.0NRT,307.76,63.38,N
36.86807,31.55151,355.24,0.43,0.46,2021-07-29,0011,1,VIIRS,n,2.0NRT,299.02,79.7,N
36.86711,31.55588,367,0.43,0.46,2021-07-29,0011,1,VIIRS,h,2.0NRT,305.63,55.23,N
36.86611,31.56042,354.9,0.43,0.46,2021-07-29,0011,1,VIIRS,n,2.0NRT,310.01,55.23,N
36.86513,31.56485,354.66,0.43,0.46,2021-07-29,0011,1,VIIRS,n,2.0NRT,313.76,41.71,N
36.86416,31.56925,355.05,0.43,0.46,2021-07-29,0011,1,VIIRS,n,2.0NRT,320.27,41.71,N
36.86319,31.57368,335.58,0.43,0.46,2021-07-29,0011,1,VIIRS,n,2.0NRT,324.18,31.47,N
36.8622,31.57815,331.79,0.43,0.46,2021-07-29,0011,1,VIIRS,n,2.0NRT,303.08,31.47,N
36.87217,31.53288,315.63,0.43,0.46,2021-07-29,0011,1,VIIRS,n,2.0NRT,299.85,1.6,N
36.86119,31.58272,315.15,0.43,0.46,2021-07-29,0011,1,VIIRS,n,2.0NRT,301.65,6.79,N
36.91302,31.32661,339.11,0.42,0.45,2021-07-29,0011,1,VIIRS,n,2.0NRT,303.15,8.25,N
36.91211,31.33078,337.08,0.42,0.45,2021-07-29,0011,1,VIIRS,n,2.0NRT,305.5,5.51,N
36.86603,31.54085,344.46,0.43,0.46,2021-07-29,0011,1,VIIRS,n,2.0NRT,315.34,33.51,N
36.86499,31.54556,352.76,0.43,0.46,2021-07-29,0011,1,VIIRS,n,2.0NRT,303.65,58.71,N
36.86293,31.55491,350.78,0.43,0.46,2021-07-29,0011,1,VIIRS,n,2.0NRT,299.8,21.24,N
36.86193,31.55947,353.45,0.43,0.46,2021-07-29,0011,1,VIIRS,n,2.0NRT,302.76,21.24,N
36.86096,31.56385,367,0.43,0.46,2021-07-29,0011,1,VIIRS,h,2.0NRT,304.41,23.8,N
36.85998,31.56831,367,0.43,0.46,2021-07-29,0011,1,VIIRS,h,2.0NRT,309.15,23.8,N
36.85898,31.57281,323.44,0.43,0.46,2021-07-29,0011,1,VIIRS,n,2.0NRT,315.65,14.61,N
36.86913,31.52677,310.12,0.43,0.46,2021-07-29,0011,1,VIIRS,n,2.0NRT,298,1.77,N
36.85798,31.57736,317.2,0.43,0.46,2021-07-29,0011,1,VIIRS,n,2.0NRT,302.42,14.61,N
36.90892,31.32556,348.93,0.42,0.45,2021-07-29,0011,1,VIIRS,n,2.0NRT,308.03,8.25,N
36.90802,31.32966,322.48,0.42,0.45,2021-07-29,0011,1,VIIRS,n,2.0NRT,304.64,5.51,N
36.89266,31.39982,347.08,0.42,0.45,2021-07-29,0011,1,VIIRS,n,2.0NRT,301.54,5.07,N
36.863,31.53469,328.15,0.43,0.46,2021-07-29,0011,1,VIIRS,n,2.0NRT,299.32,33.51,N
36.86196,31.53944,367,0.43,0.46,2021-07-29,0011,1,VIIRS,h,2.0NRT,303,33.51,N
36.85783,31.55814,354.94,0.43,0.46,2021-07-29,0011,1,VIIRS,n,2.0NRT,308.47,21.24,N
36.8568,31.56277,367,0.43,0.46,2021-07-29,0011,1,VIIRS,h,2.0NRT,307,23.8,N
36.85578,31.56741,355.72,0.43,0.46,2021-07-29,0011,1,VIIRS,n,2.0NRT,309.64,23.8,N
36.8548,31.57185,341.13,0.43,0.46,2021-07-29,0011,1,VIIRS,n,2.0NRT,303.42,14.61,N
36.85379,31.57644,343.55,0.43,0.46,2021-07-29,0011,1,VIIRS,n,2.0NRT,306.29,14.61,N
36.86405,31.52995,315.77,0.43,0.46,2021-07-29,0011,1,VIIRS,n,2.0NRT,299.16,1.77,N
36.90575,31.32025,343.77,0.42,0.45,2021-07-29,0011,1,VIIRS,n,2.0NRT,304.95,5.44,N
36.90482,31.32447,341.49,0.42,0.45,2021-07-29,0011,1,VIIRS,n,2.0NRT,306.64,5.44,N
36.85893,31.53326,324.16,0.43,0.46,2021-07-29,0011,1,VIIRS,n,2.0NRT,299,5.99,N
36.85477,31.55212,353.42,0.43,0.46,2021-07-29,0011,1,VIIRS,n,2.0NRT,298.03,190.39,N
36.85375,31.55672,354.79,0.43,0.46,2021-07-29,0011,1,VIIRS,n,2.0NRT,309.91,190.39,N
36.85276,31.5612,356.2,0.43,0.46,2021-07-29,0011,1,VIIRS,n,2.0NRT,306.52,100.68,N
36.85174,31.56581,367,0.43,0.46,2021-07-29,0011,1,VIIRS,h,2.0NRT,326.38,100.68,N
36.85068,31.57061,348.39,0.43,0.46,2021-07-29,0011,1,VIIRS,n,2.0NRT,317.65,58.22,N
36.84966,31.5752,342.06,0.43,0.46,2021-07-29,0011,1,VIIRS,n,2.0NRT,313.87,58.22,N
36.8886,31.39848,318.98,0.42,0.45,2021-07-29,0011,1,VIIRS,n,2.0NRT,301.97,2.48,N
36.85999,31.52845,315.65,0.43,0.46,2021-07-29,0011,1,VIIRS,n,2.0NRT,300.06,2.14,N
36.84864,31.57983,317.7,0.43,0.46,2021-07-29,0011,1,VIIRS,n,2.0NRT,302.01,5.55,N
36.90262,31.31473,327.44,0.42,0.45,2021-07-29,0011,1,VIIRS,n,2.0NRT,300.6,5.08,N
36.90166,31.31911,336.85,0.42,0.45,2021-07-29,0011,1,VIIRS,n,2.0NRT,304.75,5.44,N
36.85485,31.53185,324.75,0.43,0.46,2021-07-29,0011,1,VIIRS,n,2.0NRT,299.1,5.99,N
36.85273,31.54144,348.64,0.43,0.46,2021-07-29,0011,1,VIIRS,n,2.0NRT,299.97,21.84,N
36.85172,31.54603,367,0.43,0.46,2021-07-29,0011,1,VIIRS,h,2.0NRT,303,21.84,N
36.85073,31.5505,367,0.43,0.46,2021-07-29,0011,1,VIIRS,h,2.0NRT,334.15,190.39,N
36.84881,31.55917,333.36,0.43,0.46,2021-07-29,0011,1,VIIRS,n,2.0NRT,317.87,100.68,N
36.84776,31.56392,367,0.43,0.46,2021-07-29,0011,1,VIIRS,h,2.0NRT,341.62,100.68,N
36.84662,31.56908,348.66,0.43,0.46,2021-07-29,0011,1,VIIRS,n,2.0NRT,320,58.22,N
36.84555,31.57391,345.94,0.43,0.46,2021-07-29,0011,1,VIIRS,n,2.0NRT,314.09,58.22,N
36.84451,31.57858,323.08,0.43,0.46,2021-07-29,0011,1,VIIRS,n,2.0NRT,302.81,5.55,N
36.8559,31.52711,317.59,0.43,0.46,2021-07-29,0011,1,VIIRS,n,2.0NRT,299.18,2.14,N
36.85076,31.53052,327.29,0.43,0.46,2021-07-29,0011,1,VIIRS,n,2.0NRT,299.07,8.31,N
36.84769,31.54437,367,0.43,0.46,2021-07-29,0011,1,VIIRS,h,2.0NRT,306.36,104.65,N
36.8448,31.55744,333.33,0.43,0.46,2021-07-29,0011,1,VIIRS,n,2.0NRT,329.12,126.98,N
36.84375,31.56219,367,0.43,0.46,2021-07-29,0011,1,VIIRS,h,2.0NRT,335.51,126.98,N
36.84261,31.56736,367,0.43,0.46,2021-07-29,0011,1,VIIRS,h,2.0NRT,350.38,174.82,N
36.84149,31.57241,328.12,0.43,0.46,2021-07-29,0011,1,VIIRS,n,2.0NRT,323.61,174.82,N
36.84043,31.57715,326.08,0.43,0.46,2021-07-29,0011,1,VIIRS,n,2.0NRT,302.64,5.37,N
36.89855,31.31352,317.85,0.42,0.45,2021-07-29,0011,1,VIIRS,n,2.0NRT,299.7,1.88,N
36.85179,31.52587,318.07,0.43,0.46,2021-07-29,0011,1,VIIRS,n,2.0NRT,297.89,2.13,N
36.8394,31.58181,315.35,0.43,0.46,2021-07-29,0011,1,VIIRS,n,2.0NRT,301.65,5.37,N
36.84769,31.52458,320.2,0.43,0.46,2021-07-29,0011,1,VIIRS,n,2.0NRT,298.16,2.13,N
36.84562,31.53394,348.6,0.43,0.46,2021-07-29,0011,1,VIIRS,n,2.0NRT,297.6,8.31,N
36.8446,31.53853,367,0.43,0.46,2021-07-29,0011,1,VIIRS,h,2.0NRT,299.23,104.65,N
36.84365,31.54283,367,0.43,0.46,2021-07-29,0011,1,VIIRS,h,2.0NRT,343.68,104.65,N
36.84072,31.55603,353.03,0.43,0.46,2021-07-29,0011,1,VIIRS,n,2.0NRT,308.01,126.98,N
36.83969,31.5607,333.3,0.43,0.46,2021-07-29,0011,1,VIIRS,n,2.0NRT,331.48,126.98,N
36.83742,31.57091,335,0.43,0.46,2021-07-29,0011,1,VIIRS,n,2.0NRT,322.92,174.82,N
36.83635,31.57571,329.89,0.43,0.46,2021-07-29,0011,1,VIIRS,n,2.0NRT,302.73,5.37,N
36.89552,31.3076,311.79,0.42,0.45,2021-07-29,0011,1,VIIRS,n,2.0NRT,299.67,1.88,N
36.83532,31.58038,316.84,0.43,0.46,2021-07-29,0011,1,VIIRS,n,2.0NRT,301.58,5.37,N
36.87027,31.40267,324.64,0.42,0.45,2021-07-29,0011,1,VIIRS,n,2.0NRT,303.62,2.38,N
36.84257,31.52789,336.05,0.43,0.46,2021-07-29,0011,1,VIIRS,n,2.0NRT,297.98,10.82,N
36.84155,31.53248,353.27,0.43,0.46,2021-07-29,0011,1,VIIRS,n,2.0NRT,299.65,10.82,N
36.84057,31.53691,356.36,0.43,0.46,2021-07-29,0011,1,VIIRS,n,2.0NRT,303.98,372.75,N
36.8376,31.55027,367,0.43,0.46,2021-07-29,0011,1,VIIRS,h,2.0NRT,324.89,176.73,N
36.83663,31.55465,367,0.43,0.46,2021-07-29,0011,1,VIIRS,h,2.0NRT,308.22,25.36,N
36.8345,31.56425,367,0.43,0.46,2021-07-29,0011,1,VIIRS,h,2.0NRT,335.83,73.82,N
36.83335,31.56941,346.89,0.43,0.46,2021-07-29,0011,1,VIIRS,n,2.0NRT,304.34,73.82,N
36.83227,31.57426,325.06,0.43,0.46,2021-07-29,0011,1,VIIRS,n,2.0NRT,302.24,4.69,N
36.8713,31.39798,316.43,0.42,0.45,2021-07-29,0011,1,VIIRS,n,2.0NRT,303.62,2.38,N
36.8457,31.51378,310.31,0.43,0.46,2021-07-29,0011,1,VIIRS,n,2.0NRT,297.3,1.25,N
36.83123,31.57894,315.85,0.43,0.46,2021-07-29,0011,1,VIIRS,n,2.0NRT,301.42,4.69,N
36.8662,31.40134,326.98,0.42,0.45,2021-07-29,0011,1,VIIRS,n,2.0NRT,302.7,2.38,N
36.83751,31.53092,354.77,0.43,0.46,2021-07-29,0011,1,VIIRS,n,2.0NRT,299.54,10.82,N
36.83651,31.53541,354.63,0.43,0.46,2021-07-29,0011,1,VIIRS,n,2.0NRT,309.17,372.75,N
36.83352,31.54887,367,0.43,0.46,2021-07-29,0011,1,VIIRS,h,2.0NRT,333.99,176.73,N
36.83255,31.55324,354.7,0.43,0.46,2021-07-29,0011,1,VIIRS,n,2.0NRT,309.02,25.36,N
36.83041,31.56284,349.9,0.43,0.46,2021-07-29,0011,1,VIIRS,n,2.0NRT,309.46,73.82,N
36.82929,31.56791,349.71,0.43,0.46,2021-07-29,0011,1,VIIRS,n,2.0NRT,302.09,73.82,N
36.82819,31.57283,325.3,0.43,0.46,2021-07-29,0011,1,VIIRS,n,2.0NRT,301.09,4.69,N
36.84163,31.51238,311.54,0.43,0.46,2021-07-29,0011,1,VIIRS,n,2.0NRT,298.92,1.25,N
36.86214,31.4,356.5,0.42,0.45,2021-07-29,0011,1,VIIRS,n,2.0NRT,304.27,13.5,N
36.83449,31.52475,336.98,0.43,0.46,2021-07-29,0011,1,VIIRS,n,2.0NRT,299.06,6.47,N
36.83352,31.52914,354.21,0.43,0.46,2021-07-29,0011,1,VIIRS,n,2.0NRT,300.33,6.47,N
36.83248,31.53379,355.74,0.43,0.46,2021-07-29,0011,1,VIIRS,n,2.0NRT,306.66,55.74,N
36.82946,31.54738,340.97,0.43,0.46,2021-07-29,0011,1,VIIRS,n,2.0NRT,311.59,113.38,N
36.82846,31.55183,356.53,0.43,0.46,2021-07-29,0011,1,VIIRS,n,2.0NRT,304.15,26.74,N
36.82743,31.55649,356.86,0.43,0.46,2021-07-29,0011,1,VIIRS,n,2.0NRT,303.31,26.74,N
36.82635,31.56134,355.29,0.43,0.46,2021-07-29,0011,1,VIIRS,n,2.0NRT,301.1,10.08,N
36.82524,31.56634,346.89,0.43,0.46,2021-07-29,0011,1,VIIRS,n,2.0NRT,300.21,10.08,N
36.82417,31.57113,338.62,0.43,0.46,2021-07-29,0011,1,VIIRS,n,2.0NRT,299.72,5.07,N
36.82312,31.57585,322.33,0.43,0.46,2021-07-29,0011,1,VIIRS,n,2.0NRT,300.45,5.07,N
36.83649,31.51572,315.49,0.43,0.46,2021-07-29,0011,1,VIIRS,n,2.0NRT,299.02,1.96,N
36.83139,31.51892,321.07,0.43,0.46,2021-07-29,0011,1,VIIRS,n,2.0NRT,298.55,1.96,N
36.83043,31.52326,331.42,0.43,0.46,2021-07-29,0011,1,VIIRS,n,2.0NRT,298.99,6.47,N
36.82949,31.52751,345.01,0.43,0.46,2021-07-29,0011,1,VIIRS,n,2.0NRT,300.21,6.47,N
36.82849,31.532,367,0.43,0.46,2021-07-29,0011,1,VIIRS,h,2.0NRT,303.87,55.74,N
36.82745,31.53666,367,0.43,0.46,2021-07-29,0011,1,VIIRS,h,2.0NRT,338.88,55.74,N
36.82539,31.5459,351.47,0.43,0.46,2021-07-29,0011,1,VIIRS,n,2.0NRT,311.43,113.38,N
36.82438,31.55042,367,0.43,0.46,2021-07-29,0011,1,VIIRS,h,2.0NRT,302.15,26.74,N
36.82336,31.55502,367,0.43,0.46,2021-07-29,0011,1,VIIRS,h,2.0NRT,299.42,26.74,N
36.82227,31.5599,350.97,0.43,0.46,2021-07-29,0011,1,VIIRS,n,2.0NRT,298.08,10.08,N
36.82119,31.56475,343.48,0.43,0.46,2021-07-29,0011,1,VIIRS,n,2.0NRT,297.4,10.08,N
36.82011,31.56957,331.31,0.43,0.46,2021-07-29,0011,1,VIIRS,n,2.0NRT,298.15,5.07,N
36.81907,31.57427,322.74,0.43,0.46,2021-07-29,0011,1,VIIRS,n,2.0NRT,298.67,5.07,N
36.83241,31.51437,313.85,0.43,0.46,2021-07-29,0011,1,VIIRS,n,2.0NRT,299.78,1.96,N
36.82635,31.52187,322.32,0.43,0.46,2021-07-29,0011,1,VIIRS,n,2.0NRT,299.33,2.08,N
36.82541,31.5261,328.85,0.43,0.46,2021-07-29,0011,1,VIIRS,n,2.0NRT,300.08,2.08,N
36.82445,31.53045,348.1,0.43,0.46,2021-07-29,0011,1,VIIRS,n,2.0NRT,302.14,7.13,N
36.82342,31.53506,367,0.43,0.46,2021-07-29,0011,1,VIIRS,h,2.0NRT,304.17,7.13,N
36.82238,31.53971,367,0.43,0.46,2021-07-29,0011,1,VIIRS,h,2.0NRT,303.72,10.34,N
